iata;type;name;coordinates;timezone;parent_name;City
BBZ;city;Zambezi;-13.53:23.12;Africa/Lusaka;Zambia;Zambezi
CQA;city;Canarana;-13.557:-52.272;America/Fortaleza;Brazil;Canarana
MQH;city;Minacu;-13.5636326:-48.2221183;America/Sao_Paulo;Brazil;Minacu
BVL;city;Baures;-13.58:-63.58;America/La_Paz;Bolivia;Baures
CIP;city;Chipata;-13.63237:32.64547;Africa/Lusaka;Zambia;Chipata
RKY;city;Rokeby;-13.64:142.64;Australia/Hobart;Australia;Rokeby
ANS;city;Andahuaylas;-13.6575:-73.3833333;America/Lima;Peru;Andahuaylas
MXS;city;Maota Savaii Island;-13.6597827:-172.4319405;Pacific/Apia;Samoa;Maota Savaii Island
IVA;city;Ambanja;-13.6786111:48.4522222;Indian/Antananarivo;Madagascar;Ambanja
MTV;city;Mota Lava;-13.6794304:167.6707924;Pacific/Efate;Vanuatu;Mota Lava
PIO;city;Pisco;-13.7099806:-76.2032056;America/Lima;Peru;Pisco
CNZ;city;Cangamba;-13.7180655:19.8655828;Africa/Luanda;Angola;Cangamba
ITE;city;Itubera;-13.7324582:-39.1504801;America/Bahia;Brazil;Itubera
SBL;city;Santa Ana;-13.76:-65.44;America/La_Paz;Bolivia;Santa Ana
BCZ;city;Bickerton Island;-13.7624386:136.2282927;Australia/Darwin;Australia;Bickerton Island
DVR;city;Daly River;-13.7656453:130.7113536;Australia/Darwin;Australia;Daly River
NDF;city;Ndalatandos;-13.78:16.72;Africa/Luanda;Angola;Ndalatandos
LMB;city;Salima;-13.78074:34.458481;Africa/Blantyre;Malawi;Salima
JTI;city;Jatai;-13.83:-51.77;America/Sao_Paulo;Brazil;Jatai
APW;city;Apia;-13.8333333:-171.7666667;Pacific/Apia;Samoa;Apia
SLH;city;Sola;-13.85:167.54;Pacific/Efate;Vanuatu;Sola
JEQ;city;Jequie;-13.8510445:-40.0811734;America/Sao_Paulo;Brazil;Jequie
CUQ;city;Coen;-13.9453442:143.1992117;Australia/Brisbane;Australia;Coen
GTE;city;Groote Eylandt;-13.9700453:136.5933382;Australia/Darwin;Australia;Groote Eylandt
SSP;city;Silver Plains;-13.98:143.55;Australia/Brisbane;Australia;Silver Plains
LLW;city;Lilongwe;-13.9833333:33.7833333;Africa/Blantyre;Malawi;Lilongwe
MIZ;city;Mainoru;-14.05:134.09;Australia/Darwin;Australia;Mainoru
SRB;city;Santa Rosa;-14.08:-66.78;America/La_Paz;Bolivia;Santa Rosa
MYZ;city;Monkey Bay;-14.08:34.92;Africa/Blantyre;Malawi;Monkey Bay
NGL;city;Ngala;-14.1:32.65;Africa/Khartoum;South Africa;Ngala
GGC;city;Lumbala;-14.1052041:21.4417486;Africa/Luanda;Angola;Lumbala
MNV;city;Mountain Valley;-14.12:133.83;America/Indiana/Knox;Australia;Mountain Valley
IPU;city;Ipiau;-14.1351736:-39.7350552;America/Bahia;Brazil;Ipiau
PEP;city;Peppimenarti;-14.1504911:130.0765932;Australia/Darwin;Australia;Peppimenarti
NAU;city;Napuka Island;-14.18:-141.27;Pacific/Tahiti;French Polynesia;Napuka Island
OFU;city;Vaoto;-14.18:-169.67;Pacific/Pago_Pago;American Samoa;Vaoto
BMS;city;Brumado;-14.1970538:-41.6693088;America/Sao_Paulo;Brazil;Brumado
GNM;city;Guanambi;-14.2070941:-42.7820399;America/Bahia;Brazil;Guanambi
FTI;city;Fitiuta;-14.2154182:-169.4243224;Pacific/Pago_Pago;American Samoa;Fitiuta
FAQ;city;Freida River;-14.22:-169.42;Pacific/Port_Moresby;Papua New Guinea;Freida River
TAV;city;Fiti'Uta Village;-14.23:-169.51;Pacific/Pago_Pago;American Samoa;Fiti'Uta Village
PKT;city;Port Keats;-14.25:129.53;Australia/Darwin;Australia;Port Keats
SVB;city;Sambava;-14.2666667:50.1666667;Indian/Antananarivo;Madagascar;Sambava
NUB;city;Numbulwar;-14.2719975:135.7124786;Australia/Darwin;Australia;Numbulwar
PPG;city;Pago Pago;-14.27933:-170.700897;Pacific/Pago_Pago;American Samoa;Pago Pago
ZGU;city;Gaua;-14.28096:167.5160788;-11.0;Vanuatu;Gaua
UBU;city;Kalumburu;-14.286706:126.6461025;Australia/Perth;Australia;Kalumburu
FUT;city;Futuna Island;-14.2903576:-178.1193763;-12.0;Wallis and Futuna;Futuna Island
REY;city;Reyes;-14.31:-67.35;America/La_Paz;Bolivia;Reyes
CMK;city;Club Makokola;-14.31:35.13;Africa/Blantyre;Malawi;Club Makokola
XMH;city;Manihi;-14.3300927:-145.8662781;Pacific/Tahiti;French Polynesia;Manihi
DOA;city;Doany;-14.37:49.51;Indian/Antananarivo;Madagascar;Doany
LXU;city;Lukulu;-14.38:23.25;Africa/Lusaka;Zambia;Lukulu
DMT;city;Diamantino;-14.4030655:-56.4270171;America/Cuiaba;Brazil;Diamantino
AHE;city;Ahe;-14.4311181:-146.2803612;Pacific/Tahiti;French Polynesia;Ahe
TKX;city;Takaroa;-14.4312971:-144.9295258;Pacific/Tahiti;French Polynesia;Takaroa
RBQ;city;Rurrenabaque;-14.4422222:-67.5283333;America/La_Paz;Bolivia;Rurrenabaque
NQL;city;Niquelandia;-14.4577503:-48.4662616;America/Sao_Paulo;Brazil;Niquelandia
KTR;city;Katherine;-14.4649669:132.2642561;Australia/Darwin;Australia;Katherine
MAI;city;Mangochi;-14.47755:35.263741;Africa/Blantyre;Malawi;Mangochi
MNC;city;Nacala;-14.49:40.71;Africa/Maputo;Mozambique;Nacala
WBE;city;Bealanana;-14.538:48.749458;Indian/Antananarivo;Madagascar;Bealanana
HVA;city;Analalava;-14.63:47.76;Indian/Antananarivo;Madagascar;Analalava
ZWA;city;Andapa;-14.65:49.62;Indian/Antananarivo;Madagascar;Andapa
SPP;city;Menongue;-14.66:17.72;Africa/Luanda;Angola;Menongue
LZR;city;Lizard Island;-14.6680433:145.463777;Australia/Perth;Australia;Lizard Island
JMB;city;Jamba;-14.68:16.03;Africa/Luanda;Angola;Jamba
NOK;city;Nova Xavantina;-14.7:-52.35;America/Cuiaba;Brazil;Nova Xavantina
TKP;city;Takapoto;-14.7028556:-145.2397317;Pacific/Tahiti;French Polynesia;Takapoto
APB;city;Apolo;-14.71923:-68.4114351;America/La_Paz;Bolivia;Apolo
RPB;city;Roper Bar;-14.73:134.53;Australia/Darwin;Australia;Roper Bar
RPM;city;Ngukurr;-14.7318022:134.7299419;Australia/Darwin;Australia;Ngukurr
BZP;city;Bizant;-14.74:144.12;Australia/Lindeman;Australia;Bizant
EDR;city;Edward River;-14.7456453:142.3838172;Australia/Sydney;Australia;Edward River
MVU;city;Musgrave;-14.78:143.5;Australia/Adelaide;Australia;Musgrave
ITN;city;Itabuna;-14.7892789:-39.2778038;America/Bahia;Brazil;Itabuna
IOS;city;Ilheus;-14.7971774:-39.0344009;America/Bahia;Brazil;Ilheus
KMZ;city;Kaoma;-14.8:24.78;Africa/Lusaka;Zambia;Kaoma
PKP;city;Puka Puka;-14.81011:-138.81036;Pacific/Tahiti;French Polynesia;Puka Puka
MRT;city;Moroak;-14.82:133.7;Australia/Darwin;Australia;Moroak
FXO;city;Cuamba;-14.82:36.53;Africa/Maputo;Mozambique;Cuamba
TDD;city;Trinidad;-14.8333333:-64.9;America/La_Paz;Bolivia;Trinidad
VDC;city;Vitoria Da Conquista;-14.8510197:-40.8485458;America/Bahia;Brazil;Vitoria Da Conquista
SRJ;city;San Borja;-14.8518869:-66.7486446;America/La_Paz;Bolivia;San Borja
WAI;city;Antsohihy;-14.87961:47.987518;Indian/Antananarivo;Madagascar;Antsohihy
OLJ;city;Olpoi;-14.88:166.56;Pacific/Efate;Vanuatu;Olpoi
KPP;city;Kalpowar;-14.89:144.22;Australia/Brisbane;Australia;Kalpowar
MVT;city;Mataiva;-14.8927333:-148.7058931;Pacific/Tahiti;French Polynesia;Mataiva
ANM;city;Antalaha;-14.89866:50.277809;Indian/Antananarivo;Madagascar;Antalaha
ILQ;city;Ilo;-14.9:-71.96;America/Lima;Peru;Ilo
ESI;city;Espinosa;-14.9060656:-42.8112104;America/Sao_Paulo;Brazil;Espinosa
SDD;city;Lubango;-14.92:13.58;Africa/Luanda;Angola;Lubango
RPV;city;Roper Valley;-14.92:134.05;Australia/Darwin;Australia;Roper Valley
LFP;city;Lakefield;-14.9253277:144.1947862;Australia/Brisbane;Australia;Lakefield
RGI;city;Rangiroa;-14.9504:-147.651069;Pacific/Tahiti;French Polynesia;Rangiroa
SNM;city;San Ignacio De M;-14.97:-65.63;America/La_Paz;Bolivia;San Ignacio De M
CQP;city;Cape Flattery;-14.97:145.31;Australia/Lindeman;Australia;Cape Flattery
KLB;city;Kalabo;-14.98:22.63;Africa/Lusaka;Zambia;Kalabo
MTG;city;Mato Grosso;-15.02:-60.02;America/Maceio;Brazil;Mato Grosso
SQP;city;Starcke;-15.0571535:145.1274173;Australia/Brisbane;Australia;Starcke
GBA;city;Big Bay;-15.0683924:166.8720961;-11.0;Vanuatu;Big Bay
APL;city;Nampula;-15.1166667:39.2666667;Africa/Maputo;Mozambique;Nampula
MHC;city;Macmahon Camp 4;-15.12:-73.75;Australia/Lord_Howe;Australia;Macmahon Camp 4
TIH;city;Tikehau Atoll;-15.1203143:-148.2330833;Pacific/Tahiti;French Polynesia;Tikehau Atoll
MIH;city;Mitchell Plateau;-15.1206305:125.7943528;Australia/Perth;Australia;Mitchell Plateau
MWF;city;Maewo;-15.1496325:168.1222336;Pacific/Efate;Vanuatu;Maewo
CTI;city;Cuito Cuanavale;-15.16:19.16;Africa/Luanda;Angola;Cuito Cuanavale
WBD;city;Befandriana;-15.2:48.48;Indian/Antananarivo;Madagascar;Befandriana
FVR;city;Forrest River;-15.23249:127.31273;Australia/Perth;Australia;Forrest River
AXR;city;Arutua;-15.25:-146.62;Pacific/Tahiti;French Polynesia;Arutua
MNR;city;Mongu;-15.25:23.16;Africa/Lusaka;Zambia;Mongu
MSZ;city;Namibe;-15.26:12.15;Africa/Luanda;Angola;Namibe
UNA;city;Una;-15.2695629:-39.069421;-3.0;Brazil;Una
HPE;city;Hope Vale;-15.2947395:145.1122306;America/Grenada;Australia;Hope Vale
LOD;city;Longana;-15.298799:167.953988;Pacific/Efate;Vanuatu;Longana
SON;city;Espiritu Santo;-15.3003549:166.9182097;Pacific/Efate;Vanuatu;Espiritu Santo
APK;city;Apataki;-15.3020786:-146.3502545;Pacific/Tahiti;French Polynesia;Apataki
DXD;city;Dixie;-15.3062553:143.167532;Australia/Melbourne;Australia;Dixie
SJA;city;San Juan;-15.35:-75.14;America/Lima;Peru;San Juan
APE;city;San Juan Aposento;-15.35:-75.17;America/Lima;Peru;San Juan Aposento
LUN;city;Lusaka;-15.408193:28.287167;Africa/Lusaka;Zambia;Lusaka
WLH;city;Walaha;-15.41:167.69;Pacific/Efate;Vanuatu;Walaha
LUT;city;Laura Station;-15.433333:144.816667;Australia/Lindeman;Australia;Laura Station
WMN;city;Maroantsetra;-15.43745:49.73877;Indian/Antananarivo;Madagascar;Maroantsetra
CTN;city;Cooktown;-15.4681414:145.250507;Australia/Brisbane;Australia;Cooktown
SSR;city;Sara;-15.47:168.15;Asia/Tehran;Vanuatu;Sara
KWM;city;Kowanyama;-15.4789659:141.7414155;Australia/Lindeman;Australia;Kowanyama
MXQ;city;Mitchell River;-15.48:141.75;Australia/Perth;Australia;Mitchell River
JNA;city;Januaria;-15.4956398:-44.3625917;America/Sao_Paulo;Brazil;Januaria
JUL;city;Juliaca;-15.49918:-70.135223;America/Lima;Peru;Juliaca
CRY;city;Carlton Hill;-15.5:128.53;Australia/Perth;Australia;Carlton Hill
VJQ;city;Gurue;-15.5:36.98;Africa/Maputo;Mozambique;Gurue
WYN;city;Wyndham;-15.51:128.15;Australia/Perth;Australia;Wyndham
COB;city;Coolibah;-15.55:130.96;Australia/Darwin;Australia;Coolibah
LUU;city;Laura;-15.56:144.45;Australia/Adelaide;Australia;Laura
WPB;city;Port Berge;-15.58:47.62;Indian/Antananarivo;Madagascar;Port Berge
KKP;city;Koolburra;-15.583333:143.95;Australia/Brisbane;Australia;Koolburra
CGB;city;Cuiaba;-15.5989173:-56.094894;America/Maceio;Brazil;Cuiaba
RTP;city;Rutland Plains;-15.63:141.83;Australia/Brisbane;Australia;Rutland Plains
AME;city;Alto Molocue;-15.63:37.7;Africa/Maputo;Mozambique;Alto Molocue
TBK;city;Timber Creek;-15.6502331:130.4777132;Australia/Adelaide;Australia;Timber Creek
KKR;city;Kaukura Atoll;-15.67:-146.89;Pacific/Tahiti;French Polynesia;Kaukura Atoll
CNV;city;Canavieiras;-15.6778994:-38.9487618;America/Bahia;Brazil;Canavieiras
AVG;city;Auvergne;-15.69:130.01;Australia/Darwin;Australia;Auvergne
HLV;city;Helenvale;-15.69:145.21;Australia/Brisbane;Australia;Helenvale
MJN;city;Majunga;-15.7166667:46.3166667;Indian/Antananarivo;Madagascar;Majunga
ASC;city;Ascension;-15.72:-63.1;America/La_Paz;Bolivia;Ascension
KNX;city;Kununurra;-15.7735463:128.739196;Australia/Perth;Australia;Kununurra
BSB;city;Brasilia;-15.7801482:-47.9291698;America/Sao_Paulo;Brazil;Brasilia
BLZ;city;Blantyre;-15.7861111:35.0058333;Africa/Blantyre;Malawi;Blantyre
TJN;city;Takume;-15.82:-1.2;Pacific/Tahiti;French Polynesia;Takume
FGU;city;Fangatau;-15.824158:-140.8898677;Pacific/Tahiti;French Polynesia;Fangatau
UTD;city;Nutwood Downs;-15.833333:134.166667;Australia/Darwin;Australia;Nutwood Downs
LKD;city;Lakeland Downs;-15.84:144.85;Australia/Lindeman;Australia;Lakeland Downs
WMA;city;Mandritsara;-15.84332:48.821239;Indian/Antananarivo;Madagascar;Mandritsara
BVM;city;Belmonte;-15.87:-38.87;America/Recife;Brazil;Belmonte
LNE;city;Lonorore;-15.87:168.17;Pacific/Efate;Vanuatu;Lonorore
BFC;city;Bloomfield;-15.8853459:145.333878;Australia/Sydney;Australia;Bloomfield
BPG;city;Barra Do Garcas;-15.8930017:-52.2599185;America/Cuiaba;Brazil;Barra Do Garcas
ARS;city;Aragarcas;-15.8972948:-52.2300794;America/Sao_Paulo;Brazil;Aragarcas
KHZ;city;Kauehi;-15.9086316:-145.2134928;+0.0;French Polynesia;Kauehi
KOH;city;Koolatah;-15.92:142.44;Australia/Brisbane;Australia;Koolatah
NTT;city;Niuatoputapu;-15.9566962:-173.7783322;Pacific/Tongatapu;Tonga;Niuatoputapu
FHZ;city;Fakahina;-16.0042259:-140.1395164;Pacific/Tahiti;French Polynesia;Fakahina
NRY;city;Newry;-16.05:129.2;Australia/Darwin;Australia;Newry
DNB;city;Dunbar;-16.05:142.39;Australia/Brisbane;Australia;Dunbar
DFP;city;Drumduff;-16.05:143.01;Australia/Brisbane;Australia;Drumduff
CCX;city;Caceres;-16.0744913:-57.6598386;America/Cuiaba;Brazil;Caceres
NUS;city;Norsup;-16.08:167.4;Pacific/Efate;Vanuatu;Norsup
BOX;city;Borroloola;-16.0879864:136.3051165;Australia/Darwin;Australia;Borroloola
WMP;city;Mampikony;-16.094431:47.644329;Indian/Antananarivo;Madagascar;Mampikony
SXG;city;Senanga;-16.1:23.27;Africa/Lusaka;Zambia;Senanga
DWB;city;Soalala;-16.101851:45.326801;Indian/Antananarivo;Madagascar;Soalala
LRK;city;Lincoln Rock;-16.12:-68.32;America/New_York;United States;Lincoln Rock
CEP;city;Concepcion;-16.1319444:-62.0261111;America/La_Paz;Bolivia;Concepcion
FAV;city;Fakarava;-16.162218:-145.5732429;Pacific/Tahiti;French Polynesia;Fakarava
TET;city;Tete;-16.1666667:33.6;Africa/Maputo;Mozambique;Tete
WMR;city;Mananara;-16.1666667:49.7666667;Indian/Antananarivo;Madagascar;Mananara
ANO;city;Angoche;-16.18:39.94;Africa/Maputo;Mozambique;Angoche
AMJ;city;Almenara;-16.188682:-40.6879731;America/Sao_Paulo;Brazil;Almenara
IKP;city;Inkerman;-16.23:141.43;Australia/Adelaide;Australia;Inkerman
TPX;city;Tupai;-16.2490695:-151.7970477;+0.0;French Polynesia;Tupai
CCV;city;Craig Cove;-16.2579095:167.9213877;Pacific/Efate;Vanuatu;Craig Cove
DYW;city;Daly Waters;-16.2634155:133.3751909;Australia/Darwin;Australia;Daly Waters
SJV;city;San Javier;-16.2748:-62.5072;America/La_Paz;Bolivia;San Javier
APS;city;Anapolis;-16.3287035:-48.9533977;America/Sao_Paulo;Brazil;Anapolis
AGY;city;Argyle Downs;-16.33:128.77;Australia/Perth;Australia;Argyle Downs
ULB;city;Ulei;-16.33:168.28;Asia/Amman;Vanuatu;Ulei
SNG;city;San Ignacio De Velasco;-16.38:-60.96;America/La_Paz;Bolivia;San Ignacio De Velasco
AQP;city;Arequipa;-16.3988222:-71.5368861;America/Lima;Peru;Arequipa
VCD;city;Victoria River Downs;-16.4:131.0;Australia/Darwin;Australia;Victoria River Downs
GBV;city;Gibb River;-16.42:126.45;Australia/Perth;Australia;Gibb River
HIG;city;Highbury;-16.42:143.15;Australia/Perth;Australia;Highbury
KXU;city;Katiu;-16.440088:-144.2675018;;French Polynesia;Katiu
MAU;city;Maupiti;-16.4440095:-152.2597306;Pacific/Tahiti;French Polynesia;Maupiti
WMV;city;Madirovalo;-16.44684:46.544239;Indian/Antananarivo;Madagascar;Madirovalo
LPM;city;Lamap;-16.45:167.82;Pacific/Efate;Vanuatu;Lamap
AQS;city;Saqani;-16.45:179.73;Pacific/Fiji;Fiji;Saqani
BPS;city;Porto Seguro;-16.4511213:-39.0646651;America/Santarem;Brazil;Porto Seguro
SWJ;city;South West Bay;-16.4656375:167.4300357;Australia/Perth;Vanuatu;South West Bay
LBS;city;Labasa;-16.47:179.34;Pacific/Fiji;Fiji;Labasa
ROO;city;Rondonopolis;-16.4712926:-54.6371019;America/Cuiaba;Brazil;Rondonopolis
PBJ;city;Paama;-16.4723717:168.2362225;+0.0;Vanuatu;Paama
GBP;city;Gamboola;-16.4767144:143.5995038;Australia/Brisbane;Australia;Gamboola
PTI;city;Port Douglas;-16.4835:145.4652;;Australia;Port Douglas
HUB;city;Humbert River;-16.49:130.63;Australia/Darwin;Australia;Humbert River
LPB;city;La Paz;-16.49901:-68.146248;America/La_Paz;Bolivia;La Paz
RBI;city;Rabi;-16.4994837:-179.9533441;Asia/Aden;Fiji;Rabi
LLL;city;Lissadell;-16.5:128.67;Australia/Perth;Australia;Lissadell
BOB;city;Bora Bora;-16.5004126:-151.7414904;Pacific/Tahiti;French Polynesia;Bora Bora
KAB;city;Kariba;-16.52:28.88;Africa/Harare;Zimbabwe;Kariba
DRD;city;Dorunda Station;-16.55:141.82;Australia/Lindeman;Australia;Dorunda Station
MKP;city;Makemo;-16.58:-143.66;Pacific/Tahiti;French Polynesia;Makemo
LNB;city;Lamen Bay;-16.58:168.16;Pacific/Efate;Vanuatu;Lamen Bay
WLO;city;Waterloo;-16.63:129.32;Australia/Perth;Australia;Waterloo
GYL;city;Argyle;-16.64:128.45;Australia/Perth;Australia;Argyle
ONG;city;Mornington;-16.66:139.18;Australia/Perth;Australia;Mornington
WPK;city;Wrotham Park;-16.66:144.0;Australia/Brisbane;Australia;Wrotham Park
MBN;city;Mount Barnett;-16.67:125.95;Australia/Eucla;Australia;Mount Barnett
GYN;city;Goiania;-16.6777153:-49.2676296;America/Sao_Paulo;Brazil;Goiania
HUH;city;Huahine;-16.69:-151.03;Pacific/Tahiti;French Polynesia;Huahine
FAC;city;Faaite;-16.7090872:-145.194164;Pacific/Tahiti;French Polynesia;Faaite
BVZ;city;Beverley Springs;-16.73:125.44;Australia/Eucla;Australia;Beverley Springs
MMW;city;Moma;-16.73:39.22;Africa/Maputo;Mozambique;Moma
MOC;city;Montes Claros;-16.7368647:-43.8652467;America/Fortaleza;Brazil;Montes Claros
MCV;city;Mcarthur River;-16.738255:135.7776;Australia/Darwin;Australia;Mcarthur River
BPY;city;Besalampy;-16.74:44.48;Indian/Antananarivo;Madagascar;Besalampy
EPI;city;Epi;-16.7410985:168.2703951;-11.0;Vanuatu;Epi
LUC;city;Laucala Island;-16.75:-179.67;Pacific/Fiji;Fiji;Laucala Island
RRV;city;Robinson River;-16.7594948:136.9819885;Australia/Perth;Australia;Robinson River
XGN;city;Xangongo;-16.76:14.97;Africa/Luanda;Angola;Xangongo
SVU;city;Savusavu;-16.7799114:179.3381105;Pacific/Fiji;Fiji;Savusavu
YAS;city;Yasawa Island;-16.7880861:177.5074315;Pacific/Fiji;Fiji;Yasawa Island
TTS;city;Tsaratanana;-16.79764:47.651581;Indian/Antananarivo;Madagascar;Tsaratanana
VLS;city;Valesdir;-16.8:168.18;Pacific/Efate;Vanuatu;Valesdir
BVF;city;Bua;-16.8:178.62;Asia/Bangkok;Fiji;Bua
RFP;city;Raiatea;-16.8039551:-151.4435474;Pacific/Tahiti;French Polynesia;Raiatea
TVU;city;Taveuni;-16.8414365:-179.9813445;Pacific/Fiji;Fiji;Taveuni
BIP;city;Bulimba;-16.88:143.48;Australia/Brisbane;Australia;Bulimba
SMS;city;Sainte Marie;-16.8944201:49.9059405;Indian/Reunion;Madagascar;Sainte Marie
TGH;city;Tongoa;-16.90826:168.5547283;Pacific/Efate;Vanuatu;Tongoa
CNS;city;Cairns;-16.9233991:145.773851;Australia/Brisbane;Australia;Cairns
BXL;city;Blue Lagoon;-16.94:177.37;Africa/Lusaka;Fiji;Blue Lagoon
VNR;city;Vanrook;-16.97:141.95;Australia/Brisbane;Australia;Vanrook
TTL;city;Turtle Island;-16.97:177.37;Australia/Perth;Fiji;Turtle Island
MTD;city;Mount Sandford;-16.98:130.55;Australia/Darwin;Australia;Mount Sandford
DDN;city;Delta Downs;-16.98:141.32;Australia/Brisbane;Australia;Delta Downs
TTI;city;Tetiaroa Island;-16.9811014:-149.5786408;Pacific/Tahiti;French Polynesia;Tetiaroa Island
MRG;city;Mareeba;-16.9911644:145.4223803;Australia/Brisbane;Australia;Mareeba
BEE;city;Beagle Bay;-17.02:122.65;Australia/Perth;Australia;Beagle Bay
CFI;city;Camfield;-17.02:131.33;Australia/Darwin;Australia;Camfield
TKY;city;Turkey Creek;-17.04:128.21;Australia/Perth;Australia;Turkey Creek
VPE;city;Ongiva;-17.04:15.68;Africa/Luanda;Angola;Ongiva
LTV;city;Lotusvale;-17.05:141.38;Australia/Lindeman;Australia;Lotusvale
EAE;city;Emae;-17.0667961:168.3785343;Pacific/Efate;Vanuatu;Emae
NGV;city;Ondjiva;-17.067:15.727;Africa/Nairobi;Angola;Ondjiva
MHO;city;Mount House;-17.13:125.76;Australia/Perth;Australia;Mount House
LLG;city;Chillagoe;-17.1552594:144.5242866;Australia/Brisbane;Australia;Chillagoe
BJN;city;Bajone;-17.17:37.95;Africa/Maputo;Mozambique;Bajone
WLL;city;Wollogorang;-17.22:137.93;Australia/Darwin;Australia;Wollogorang
VBV;city;Vanuabalavu;-17.2284603:-178.9509626;Pacific/Fiji;Fiji;Vanuabalavu
LIB;city;Limbunya;-17.24:129.88;Australia/Darwin;Australia;Limbunya
PEB;city;Pebane;-17.27:38.17;Africa/Maputo;Mozambique;Pebane
TBL;city;Tableland;-17.3:126.91;Australia/Brisbane;Australia;Tableland
BDW;city;Bedford Downs;-17.3:127.466667;Australia/Perth;Australia;Bedford Downs
KXF;city;Koro Island;-17.3012384:179.4079973;Pacific/Fiji;Fiji;Koro Island
DRB;city;Derby;-17.3036783:123.6301046;Australia/Perth;Australia;Derby
MWY;city;Miranda Downs;-17.33:141.89;Australia/Brisbane;Australia;Miranda Downs
TKV;city;Tatakoto;-17.3305865:-138.3364719;Pacific/Tahiti;French Polynesia;Tatakoto
PDF;city;Prado;-17.3325827:-39.2308252;America/Fortaleza;Brazil;Prado
PIV;city;Pirapora;-17.3359004:-44.8979784;America/Recife;Brazil;Pirapora
ODR;city;Ord River;-17.34:128.91;Australia/Perth;Australia;Ord River
AAA;city;Anaa;-17.36:-145.51;Pacific/Tahiti;French Polynesia;Anaa
TWP;city;Torwood;-17.36:143.75;Australia/Brisbane;Australia;Torwood
CBB;city;Cochabamba;-17.38414:-66.166702;America/La_Paz;Bolivia;Cochabamba
WAV;city;Wave Hill;-17.39:131.12;Australia/Darwin;Australia;Wave Hill
BCK;city;Bolwarra;-17.39:144.17;Australia/Melbourne;Australia;Bolwarra
KBD;city;Kimberley Downs;-17.4:124.35;Australia/Perth;Australia;Kimberley Downs
KFG;city;Kalkurung;-17.433333:130.816667;Australia/Lindeman;Australia;Kalkurung
WAD;city;Andriamena;-17.45:47.5;Indian/Antananarivo;Madagascar;Andriamena
SJQ;city;Sesheke;-17.48:24.31;Africa/Lusaka;Zambia;Sesheke
BZH;city;Bumi Hills;-17.48:28.52;Africa/Harare;Zimbabwe;Bumi Hills
KRB;city;Karumba;-17.4871222:140.8438531;Australia/Brisbane;Australia;Karumba
VAU;city;Vatukoula;-17.5:177.84;Pacific/Fiji;Fiji;Vatukoula
WTA;city;Tambohorano;-17.508739:43.955681;Indian/Antananarivo;Madagascar;Tambohorano
IFL;city;Innisfail;-17.5246806:146.0323287;Australia/Brisbane;Australia;Innisfail
BFJ;city;Ba;-17.533333:177.683333;Africa/Cairo;Fiji;Ba
PPT;city;Papeete;-17.535022:-149.569594;Pacific/Tahiti;French Polynesia;Papeete
MOZ;city;Moorea;-17.5388435:-149.8295234;Pacific/Tahiti;French Polynesia;Moorea
HHZ;city;Hikueru;-17.54:-142.61;Pacific/Tahiti;French Polynesia;Hikueru
LDW;city;Lansdowne;-17.58:126.83;Australia/Perth;Australia;Lansdowne
CTR;city;Cattle Creek;-17.61:131.55;Australia/Perth;Australia;Cattle Creek
KAY;city;Wakaya Island;-17.6160613:179.0012007;Pacific/Fiji;Fiji;Wakaya Island
CST;city;Castaway;-17.618784:177.097142;Pacific/Fiji;Fiji;Castaway
MPA;city;Mpacha;-17.63:24.18;Africa/Windhoek;Namibia;Mpacha
NTN;city;Normanton;-17.6694408:141.07987;Australia/Brisbane;Australia;Normanton
MNF;city;Mana Island;-17.6727787:177.0986308;Pacific/Fiji;Fiji;Mana Island
AMY;city;Ambatomainty;-17.68:45.62;Indian/Antananarivo;Madagascar;Ambatomainty
LEV;city;Bureta;-17.71:178.76;Pacific/Fiji;Fiji;Bureta
CRQ;city;Caravelas;-17.7135586:-39.2483671;America/Fortaleza;Brazil;Caravelas
VLI;city;Port Vila;-17.734818:168.322029;Pacific/Efate;Vanuatu;Port Vila
ICI;city;Cicia;-17.74:-179.34;Africa/Lagos;Fiji;Cicia
BUC;city;Burketown;-17.740906:139.5456106;Australia/Brisbane;Australia;Burketown
CLV;city;Caldas Novas;-17.7456821:-48.6257879;America/Sao_Paulo;Brazil;Caldas Novas
KBB;city;Kirkimbie;-17.766667:129.233333;Australia/Lindeman;Australia;Kirkimbie
PTF;city;Malololailai;-17.78:177.2;Pacific/Fiji;Fiji;Malololailai
SRZ;city;Santa Cruz;-17.78879:-63.197418;America/La_Paz;Bolivia;Santa Cruz
RVD;city;Rio Verde;-17.7895229:-50.9204269;America/Araguaina;Brazil;Rio Verde
OHI;city;Oshakati;-17.8:15.7;Africa/Windhoek;Namibia;Oshakati
NAN;city;Nadi;-17.8:177.4166667;Pacific/Fiji;Fiji;Nadi
NNU;city;Nanuque;-17.819019:-40.3419238;America/Sao_Paulo;Brazil;Nanuque
LHU;city;Caprivi;-17.8193419:23.9536466;Africa/Windhoek;Namibia;Caprivi
HRE;city;Harare;-17.82922:31.053961;Africa/Harare;Zimbabwe;Harare
SJS;city;San Jose;-17.83:-60.74;America/La_Paz;Bolivia;San Jose
BBK;city;Kasane;-17.83:25.16;Africa/Gaborone;Botswana;Kasane
